Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
103,0,3,596,1,0,3,0,0,0,5,2,2,0,2,6,4,110,59,1,1,12,13,3,4,2,0,0,661,419,1,0,1,4,403,0,0,237,0,0,2,0,3,1,2,4,6,0,3,335,2,0,25,0,0,0,0,0,4,4,8,4,198900
104,4,4,250,1,3,3,0,0,0,9,2,2,0,0,6,3,35,0,1,1,11,12,3,1,2,72,0,512,300,1,0,1,1,403,96,0,585,0,0,1,1,4,1,3,5,6,2,1,19,2,0,0,0,0,39,0,0,5,1,8,4,169500
105,5,1,464,1,3,3,0,4,0,21,2,2,0,5,7,4,104,54,3,1,12,13,2,4,2,0,0,610,307,1,0,1,4,274,283,0,668,0,0,2,1,3,1,2,7,6,1,2,288,2,74,33,0,0,0,0,0,7,2,8,4,250000
106,1,4,650,1,3,3,0,4,0,17,2,2,0,2,3,6,4,45,4,1,12,13,3,4,0,0,0,403,56,1,2,1,4,269,0,0,128,0,0,1,0,2,1,3,4,6,0,1,33,0,0,0,0,0,0,0,4,7,1,8,4,100000
107,0,4,135,1,3,3,0,4,0,17,2,2,0,2,4,4,49,0,1,1,12,13,3,4,1,25,32,332,134,1,0,1,4,88,0,0,27,0,0,1,0,2,1,3,3,6,0,1,23,2,0,0,0,0,0,0,0,3,2,8,5,115000
108,4,4,337,1,3,3,0,0,0,9,0,2,0,0,4,6,23,55,1,1,5,5,3,4,1,0,0,494,137,2,4,0,1,236,58,0,409,0,0,2,0,3,1,1,5,6,0,0,0,0,0,0,54,0,0,0,0,7,1,8,4,115000
109,0,3,748,1,0,3,0,4,0,14,2,2,0,2,5,5,78,27,3,1,9,10,3,4,1,360,0,640,669,1,0,1,4,690,0,0,596,0,0,2,0,3,1,3,5,6,1,2,219,2,0,103,0,0,0,0,0,0,4,0,4,190000
110,4,3,484,1,3,3,0,4,0,7,2,2,0,0,5,3,55,22,1,1,13,14,3,4,1,202,0,354,272,1,2,1,4,394,115,0,603,0,0,2,0,4,1,3,5,6,0,1,65,2,110,0,0,0,0,0,0,9,0,8,4,136900
111,8,3,249,1,0,3,0,4,0,8,2,2,0,7,6,4,101,50,1,1,12,13,3,4,2,84,0,63,9,1,0,1,4,80,123,0,355,0,0,2,1,3,1,3,5,6,1,2,101,2,108,0,0,0,0,0,0,3,4,8,4,180000
112,5,3,536,1,3,3,0,4,0,5,2,2,0,5,6,4,108,57,1,1,12,13,2,4,2,485,0,165,442,1,0,1,4,438,401,0,824,1,0,2,1,4,1,0,8,6,1,3,359,2,59,145,0,0,32,0,0,9,1,6,5,383970
113,0,3,1024,1,3,0,0,0,0,6,2,2,0,2,5,4,54,3,3,1,13,14,3,2,1,9,130,549,662,1,4,1,4,739,0,0,749,1,0,2,0,3,1,2,5,6,2,2,139,2,96,101,77,0,0,0,0,9,1,0,0,217000
114,6,3,208,1,0,3,0,4,1,6,2,2,0,5,5,7,46,52,2,1,13,14,3,4,1,395,28,41,294,1,0,1,4,517,253,0,762,1,0,2,1,3,1,2,7,6,1,1,3,2,142,0,0,0,0,0,0,6,1,8,4,259500
115,12,1,43,1,3,3,0,0,0,21,2,2,4,5,5,4,100,49,1,1,8,8,3,4,2,183,0,188,103,1,2,1,4,56,164,0,369,0,0,2,1,2,1,3,3,6,1,2,133,2,0,21,0,0,0,0,0,5,1,8,4,176000
116,0,3,738,1,3,3,0,4,0,19,2,2,0,2,4,4,63,12,1,1,13,14,3,4,1,44,117,147,334,1,4,1,4,305,0,0,153,0,1,1,0,3,1,3,4,6,1,1,43,2,0,10,54,0,0,0,0,8,3,8,4,139000
117,0,3,344,1,3,3,0,0,0,7,2,2,0,2,4,4,107,57,1,1,12,13,3,4,2,0,0,637,357,1,2,1,4,329,0,0,178,0,0,1,1,2,1,3,3,6,0,2,123,2,32,52,0,0,0,0,0,3,1,6,5,155000
118,5,3,811,1,3,3,0,0,0,20,2,2,0,5,6,4,91,40,3,1,9,10,3,4,2,615,0,114,628,1,2,1,4,646,408,0,848,1,0,3,0,5,1,2,9,6,2,3,249,2,225,0,0,0,0,0,0,4,4,8,4,320000
119,5,3,328,1,3,3,0,4,0,5,2,2,0,5,5,4,106,56,1,1,12,13,2,4,2,0,0,452,102,1,0,1,4,55,163,0,368,0,0,2,1,3,1,2,6,6,1,2,95,2,0,14,0,0,0,0,0,6,0,6,5,163990
120,8,3,1027,1,0,2,0,1,2,4,2,2,0,7,5,4,70,19,0,3,9,10,3,4,1,469,0,0,226,1,0,1,4,229,0,0,105,1,0,1,0,1,1,3,2,6,2,2,214,2,0,110,0,3,0,0,0,9,0,8,4,180000
121,4,4,137,1,3,3,0,4,0,9,2,2,0,0,3,4,42,0,1,1,0,0,3,4,2,0,0,455,105,1,2,1,4,78,20,0,176,0,0,1,0,3,1,3,2,6,0,1,30,1,0,0,52,0,0,0,0,5,1,8,4,100000
122,0,3,474,1,3,3,0,0,0,12,2,2,0,2,5,6,59,8,3,1,8,8,3,2,1,277,0,329,327,1,2,1,4,297,0,0,148,0,0,1,0,3,1,3,3,6,0,1,43,2,0,0,0,0,16,0,0,5,2,8,4,136000
123,11,3,265,1,3,3,0,4,0,20,2,2,4,2,5,4,94,43,1,1,9,10,2,4,2,109,0,547,400,1,0,1,4,383,0,0,220,0,0,2,0,2,1,2,3,6,0,2,207,2,0,51,0,0,0,0,0,2,2,8,4,153900
124,0,3,994,1,0,3,0,1,0,14,2,2,0,2,5,4,80,48,1,1,6,6,3,2,1,0,0,694,492,1,4,1,4,596,0,0,454,0,0,2,0,3,1,3,5,6,1,2,128,2,118,0,0,0,0,0,0,0,3,8,4,181000
125,14,4,164,1,3,3,0,4,0,9,2,2,1,0,5,7,38,32,1,1,13,14,3,1,1,224,0,6,21,1,2,0,4,6,0,8,17,1,0,1,0,2,1,3,3,6,0,0,0,0,18,0,0,0,0,0,0,5,0,8,4,84500
126,11,3,94,1,0,3,0,4,0,13,2,2,4,2,5,4,77,26,1,1,9,10,3,4,1,29,0,571,325,1,4,1,4,204,0,0,90,0,0,2,0,2,1,3,3,6,1,2,133,2,0,157,0,0,0,0,0,1,1,8,4,128000
127,3,4,77,1,0,0,0,4,0,17,1,2,0,1,4,6,34,0,1,1,14,14,3,2,0,28,0,358,70,1,0,1,4,122,0,0,42,0,0,1,0,3,1,3,3,6,1,0,0,0,0,0,0,0,0,0,0,5,1,8,4,87000
128,5,3,235,1,3,3,0,4,0,12,4,2,0,5,5,4,67,16,1,1,12,13,3,4,1,237,0,71,66,1,4,1,4,28,140,0,307,0,0,1,1,3,1,3,4,6,1,2,142,2,116,91,0,0,0,0,0,6,0,8,4,155000
129,0,3,405,1,3,3,0,4,0,12,2,2,0,2,4,6,59,41,1,1,9,10,3,4,1,274,1,261,283,1,4,1,0,274,0,0,132,0,1,1,1,3,1,0,4,6,0,2,339,2,0,66,0,9,0,0,0,6,0,8,0,150000
130,5,3,920,1,3,3,0,0,0,12,2,2,0,5,6,5,67,16,1,1,8,8,3,4,1,203,0,308,216,1,0,1,4,394,285,0,724,0,0,2,1,4,1,2,6,6,2,2,172,2,49,54,0,0,0,0,0,4,0,8,4,226000
131,5,3,799,1,0,3,0,0,0,8,2,2,0,5,5,4,101,50,1,1,12,13,2,4,2,352,0,178,270,1,0,1,4,254,313,0,688,1,0,2,1,3,1,2,5,6,1,2,95,2,2,36,0,0,0,0,0,6,3,8,4,244000
132,0,3,216,1,3,3,0,0,0,12,2,2,0,2,4,5,60,52,1,1,8,8,3,4,1,175,0,411,316,1,2,1,4,464,0,0,294,1,0,1,0,3,1,2,5,6,0,2,274,2,0,0,0,0,0,0,0,6,1,8,4,150750
133,0,3,167,1,0,3,0,4,0,23,2,2,0,2,7,4,102,52,1,1,12,13,2,4,2,498,0,154,444,1,0,1,4,446,0,0,277,1,0,2,0,2,1,2,4,6,0,2,157,2,118,15,0,0,0,0,0,5,3,8,4,220000
134,0,3,586,1,0,3,0,4,0,19,2,2,0,2,4,5,69,43,1,1,9,10,3,4,1,277,0,542,538,1,2,1,4,660,0,0,540,0,0,2,1,3,1,3,5,2,1,2,133,2,0,81,71,0,0,0,0,6,0,8,4,180000
135,0,3,595,1,3,3,0,4,0,14,2,2,0,2,6,5,71,20,3,1,9,10,3,4,2,0,0,682,466,1,2,1,4,637,0,0,510,0,0,2,0,3,1,3,5,6,1,2,207,2,45,0,0,0,0,0,0,4,2,8,4,174000
136,0,3,587,1,0,3,0,0,0,12,2,2,0,2,4,4,68,17,1,1,8,8,3,4,1,352,0,333,409,1,4,1,4,392,0,0,227,0,0,2,0,3,1,3,3,6,1,1,60,2,0,93,0,0,0,0,0,6,1,8,4,143000
137,10,3,676,1,3,3,0,4,0,11,2,2,2,2,6,4,89,39,1,1,12,13,3,4,1,0,0,770,679,1,2,1,4,705,0,0,647,0,0,3,0,5,2,3,7,6,0,3,347,2,0,0,0,0,0,0,0,6,0,8,3,171000
138,5,3,418,1,0,3,0,4,0,5,2,2,0,5,7,4,100,50,1,1,12,13,2,4,2,338,0,207,279,1,0,1,4,242,230,0,602,0,0,2,1,3,1,2,5,6,2,3,291,2,142,90,0,0,0,0,0,11,2,8,4,230000
139,5,3,956,1,0,3,0,4,0,5,2,2,0,5,5,4,98,47,1,1,12,13,3,4,2,418,0,43,220,1,0,1,4,183,223,0,560,1,0,2,1,3,1,2,5,6,0,2,156,2,176,83,0,0,0,0,0,7,3,8,4,231500
140,0,3,610,1,3,3,0,2,0,12,2,2,0,2,3,4,72,21,1,1,6,6,3,4,1,194,0,277,185,1,4,1,4,138,0,0,50,0,0,1,0,3,1,3,3,6,1,0,0,2,0,0,0,0,0,0,0,3,4,4,4,115000
141,0,3,742,1,3,3,0,4,0,5,2,2,0,2,6,4,106,55,1,1,12,13,2,4,2,579,0,278,650,1,0,1,4,665,0,0,547,1,0,2,0,3,1,2,5,6,0,2,291,2,91,14,0,0,0,0,0,0,0,8,4,260000
142,4,3,338,1,3,3,0,0,0,12,0,2,0,0,4,3,53,2,1,1,3,14,3,1,1,234,0,252,207,1,1,1,4,170,48,0,331,0,0,2,0,4,1,3,4,6,0,2,327,2,0,0,0,0,0,0,0,5,4,8,4,166000
143,0,3,586,1,0,3,0,4,0,5,2,2,0,2,6,4,100,49,1,1,12,13,2,4,2,343,0,507,556,1,0,1,4,548,0,0,397,1,0,2,0,3,1,2,4,6,0,2,241,2,78,19,0,0,0,0,0,5,3,8,4,204000
144,10,4,422,1,3,3,0,4,0,19,5,2,2,2,4,4,64,13,1,1,6,6,3,4,1,586,0,246,648,1,4,1,4,663,0,0,544,1,0,2,0,6,2,3,8,6,0,2,185,2,0,0,0,0,0,0,0,10,0,4,0,125000
145,12,4,26,1,3,3,0,4,0,7,2,2,3,5,5,4,105,56,1,1,12,13,2,4,2,0,0,578,252,1,0,1,4,215,169,0,530,0,0,2,0,3,1,2,5,0,0,2,90,2,0,28,0,0,0,0,0,3,0,8,4,130000
146,1,4,138,1,3,3,0,0,0,3,2,2,0,2,4,6,35,43,1,1,13,14,3,4,0,62,0,327,94,1,4,1,0,144,0,0,55,1,0,1,0,2,1,3,3,6,0,1,3,2,15,0,0,0,0,0,0,10,3,8,4,105000
147,5,3,482,1,0,3,0,1,0,8,2,2,0,5,6,4,102,51,1,1,12,13,2,4,2,0,0,541,197,1,0,1,4,150,353,0,684,0,0,2,1,3,1,2,6,6,1,2,127,2,78,36,0,0,0,0,0,4,4,8,4,222500
148,0,3,227,1,3,3,0,4,0,20,2,2,0,2,6,4,105,55,1,1,12,13,3,4,2,344,0,250,327,1,0,1,4,297,0,0,148,1,0,1,0,3,1,2,4,6,0,0,0,2,0,0,0,0,0,0,0,3,2,8,4,141000
149,4,4,145,1,3,3,0,4,0,3,2,2,0,0,4,3,39,0,1,1,8,8,3,4,0,0,0,546,202,1,2,1,0,159,37,0,304,0,0,1,0,3,1,3,5,6,0,1,19,2,125,96,0,0,0,0,0,3,0,8,4,115000
150,0,3,588,1,3,3,0,0,0,5,2,2,0,2,4,5,76,25,1,1,6,6,3,4,1,366,0,148,251,1,4,1,4,214,0,0,95,0,0,1,1,3,1,3,3,6,0,2,133,2,0,0,0,0,0,0,0,0,1,8,4,122000
151,0,3,907,1,3,3,0,4,0,16,2,2,0,2,7,4,108,58,3,1,12,13,2,4,2,600,0,188,642,1,0,1,4,653,0,0,531,1,0,2,0,2,1,2,4,6,1,3,398,2,0,86,0,0,0,0,0,0,2,6,5,372402
152,5,3,945,1,0,3,0,1,0,14,2,2,0,5,5,4,72,21,1,1,6,6,3,4,1,181,0,257,161,1,2,1,4,309,260,0,669,0,0,2,1,4,1,3,6,6,1,2,177,2,0,54,0,0,0,0,0,5,0,8,4,190000
153,0,3,880,1,3,3,0,4,0,4,2,2,0,2,5,6,61,25,0,1,3,10,3,4,1,192,139,34,603,1,2,1,4,420,0,0,254,1,0,1,0,1,1,3,2,6,1,2,230,2,240,0,0,0,0,0,0,2,2,8,4,235000
154,1,4,710,1,3,3,0,0,0,17,2,2,0,2,5,4,27,0,1,1,13,14,3,4,0,0,0,656,401,1,4,1,0,384,0,0,221,0,0,1,0,4,1,3,5,6,0,1,58,2,0,0,94,0,0,0,0,2,0,8,3,125000
155,4,3,498,1,3,3,0,0,0,7,0,2,0,0,5,4,28,0,1,1,13,14,3,4,0,0,0,367,37,3,1,0,1,13,61,0,156,0,0,1,0,2,1,3,3,6,0,0,0,0,0,2,45,0,0,0,0,3,2,8,4,79000
156,0,3,202,1,3,3,0,4,0,12,2,2,0,2,4,6,51,0,3,1,13,14,3,4,1,0,0,0,0,1,4,1,1,265,0,0,125,0,0,1,0,2,1,3,3,6,0,2,275,2,0,0,0,0,0,0,0,5,0,8,4,109500
157,5,3,775,1,3,3,0,0,0,23,2,2,0,5,7,4,110,60,1,1,12,13,2,4,2,0,0,482,126,1,0,1,4,80,365,0,652,0,0,2,1,4,1,0,6,6,1,3,305,2,0,62,0,0,0,0,0,4,4,6,5,269500
158,5,1,831,1,3,3,0,0,0,21,2,2,0,5,6,4,105,55,1,1,12,13,2,4,2,70,0,478,269,1,0,1,4,232,288,0,640,0,0,2,1,3,1,2,6,6,1,2,304,2,0,116,0,0,0,0,0,4,4,8,4,254900
159,5,3,1017,1,0,1,0,0,0,8,2,2,0,5,6,4,106,56,1,1,12,13,2,4,2,17,0,687,508,1,0,1,4,497,326,0,789,1,0,2,1,4,1,2,7,6,1,2,240,2,153,112,0,8,0,0,0,2,0,6,5,320000
160,0,3,681,1,0,3,0,1,0,24,2,2,0,2,5,5,85,34,1,1,9,10,3,4,2,332,0,367,421,1,4,1,4,406,0,0,241,0,0,2,0,3,1,3,4,6,0,2,196,2,0,0,0,0,0,0,0,5,2,8,4,162500
161,5,3,894,1,0,3,0,4,0,16,2,2,0,5,8,4,104,54,1,1,12,13,2,4,2,502,0,358,589,1,0,1,4,587,333,0,823,1,0,2,1,3,1,0,8,6,2,3,330,2,235,0,0,0,0,0,0,2,2,8,4,412500
162,0,3,794,1,3,3,0,0,0,16,2,2,0,2,6,4,106,55,1,1,12,13,2,4,2,554,0,209,576,1,0,1,4,569,0,0,424,0,0,2,0,3,1,2,5,6,1,2,209,2,0,58,0,0,0,0,0,4,4,6,5,220000
163,3,3,115,1,3,3,0,4,0,17,2,2,0,1,3,5,57,6,1,1,8,8,3,4,1,0,0,540,195,1,0,1,4,149,0,0,56,0,0,1,0,1,1,3,2,6,0,0,0,2,0,0,0,0,0,0,0,3,1,8,4,103200
164,2,4,113,1,3,3,0,0,0,17,2,2,0,2,5,6,30,54,1,1,8,8,3,2,0,150,0,486,372,1,2,1,0,349,44,0,469,0,0,2,0,3,1,2,3,6,0,1,13,2,0,0,72,0,0,0,0,9,1,8,4,152000
165,14,3,552,1,3,3,0,4,0,7,2,2,1,0,4,6,43,49,1,1,13,14,3,2,0,138,38,47,57,1,2,1,4,102,71,0,311,1,0,2,0,4,2,3,4,6,0,0,0,2,74,0,0,0,0,0,0,8,2,8,4,127500
166,0,3,638,1,0,3,0,4,0,4,2,2,0,2,4,4,56,43,3,1,13,14,2,4,1,156,125,304,609,1,0,1,0,694,0,0,608,1,0,1,0,2,1,3,5,6,3,1,52,2,254,0,0,0,18,0,0,10,3,0,4,190000
167,5,3,614,1,3,3,0,4,0,16,2,2,0,5,7,4,108,57,1,1,12,13,2,4,2,578,0,176,595,1,0,1,4,603,74,0,726,1,0,1,1,3,1,0,6,6,1,3,358,2,106,101,0,0,0,0,0,10,1,6,5,325624
168,5,3,305,1,0,3,0,4,0,8,2,2,0,5,6,4,105,54,1,1,12,13,2,4,2,0,0,519,168,1,0,1,4,122,249,0,539,0,0,2,1,3,1,2,5,6,1,2,133,2,46,36,0,0,0,0,0,4,1,8,4,183500
169,0,3,989,1,0,3,0,0,0,23,2,2,0,2,7,5,82,31,3,6,9,10,2,4,1,0,0,754,633,1,4,1,4,651,0,0,528,0,0,2,1,2,1,3,4,6,1,2,191,2,265,52,0,0,0,0,0,0,0,8,4,228000
170,4,4,810,1,0,3,0,4,0,17,1,2,0,0,4,5,44,0,1,1,8,8,3,4,1,144,0,223,97,1,4,1,4,131,0,22,329,0,0,1,1,2,1,3,5,6,0,2,291,2,151,0,0,0,0,0,0,4,1,8,4,128500
171,0,3,1050,1,0,3,0,0,0,12,2,2,0,2,5,4,61,10,3,1,3,10,3,4,1,317,0,282,327,1,1,1,4,625,0,0,493,1,0,1,0,3,1,3,5,6,2,2,205,1,133,50,0,0,0,0,0,4,4,8,4,215000
172,12,3,105,1,0,3,0,4,0,22,2,2,4,5,6,6,88,37,1,1,6,6,2,2,2,227,46,218,317,1,2,1,4,284,149,0,562,1,0,2,0,2,1,2,3,6,1,2,185,2,249,24,0,0,0,0,0,5,0,8,4,239000
173,0,3,567,1,0,3,0,4,0,12,2,2,0,2,5,4,62,11,1,1,14,15,3,4,1,101,71,433,492,1,4,1,4,482,0,0,315,1,0,1,1,3,1,3,4,6,1,2,185,2,0,10,0,0,0,0,0,5,2,0,4,163000
174,0,3,817,1,0,3,0,4,0,23,2,2,0,2,5,4,87,36,1,1,12,10,3,4,1,599,43,0,605,1,4,1,4,622,0,0,490,1,0,2,0,3,1,3,5,3,1,2,267,2,118,0,0,0,0,0,0,10,2,8,4,184000
175,0,3,833,1,3,3,0,0,0,7,2,2,0,2,5,6,51,51,1,1,14,15,3,4,1,216,0,450,402,1,4,1,4,733,0,0,725,1,0,2,0,4,1,2,5,6,1,2,240,2,0,19,9,0,0,0,0,5,1,8,4,243000
176,5,3,548,1,0,3,0,0,0,4,2,2,0,5,5,4,89,39,1,1,9,10,2,4,2,424,0,197,374,1,4,1,4,361,260,0,691,0,1,2,1,4,1,3,6,6,1,2,199,2,0,165,0,0,43,0,0,8,1,8,4,211000
177,4,3,889,1,3,3,0,4,0,19,2,2,0,0,4,4,59,8,1,1,8,8,2,2,1,17,82,357,306,1,0,1,4,420,128,0,627,1,0,2,0,4,1,2,6,6,1,2,140,2,0,0,0,0,0,0,0,6,0,8,4,172500
178,0,3,1000,1,0,3,0,1,0,22,2,2,0,2,8,4,109,59,3,1,12,13,0,4,2,632,0,190,707,1,0,1,4,738,0,0,744,1,0,2,0,1,1,0,7,6,1,3,435,2,0,48,0,0,0,0,0,6,3,6,5,501837
179,1,4,338,1,3,3,0,4,0,17,2,2,0,2,4,5,27,56,1,1,13,14,2,4,1,0,0,576,250,1,4,1,4,213,0,0,94,0,0,1,0,2,1,3,3,6,0,2,166,0,0,0,73,0,0,0,0,6,1,8,4,100000
180,12,1,16,1,3,3,0,4,0,21,2,2,3,5,5,4,101,50,1,1,8,8,2,4,2,195,0,197,117,1,0,1,4,76,180,0,415,0,0,2,1,3,1,2,3,6,1,2,133,2,0,0,0,0,0,0,0,5,1,8,4,177000
181,6,3,234,1,3,3,0,4,0,6,2,2,0,5,6,5,24,0,1,1,11,12,3,4,0,139,0,282,137,1,2,1,4,163,263,0,580,0,0,1,1,4,1,3,7,6,1,1,13,2,0,0,10,0,0,0,0,6,0,8,4,200100
182,0,3,417,1,3,3,0,4,0,7,0,2,0,2,4,5,58,56,3,1,13,14,3,4,2,0,0,0,0,1,0,1,4,472,0,0,301,0,0,1,0,3,1,3,5,6,1,1,24,2,57,0,0,9,0,0,0,5,1,8,4,120000
183,4,4,724,1,3,3,0,4,0,17,2,2,0,0,6,4,104,53,1,1,12,13,3,4,2,0,0,694,492,1,0,1,4,482,160,0,698,0,0,2,1,3,1,2,4,4,0,2,170,0,178,171,0,0,0,0,0,5,2,8,4,200000
184,4,3,223,1,0,3,0,4,0,3,6,1,0,0,4,7,13,41,1,1,0,10,3,4,2,0,0,326,19,1,2,1,4,189,13,0,254,0,0,1,0,3,1,3,3,6,0,2,240,2,48,0,0,0,0,0,0,5,0,8,4,127000
185,7,4,1035,1,1,3,0,4,0,17,0,2,0,3,9,8,6,43,1,7,13,14,2,2,0,0,0,631,346,1,0,1,4,557,406,23,855,0,0,2,1,4,1,0,10,6,2,3,382,2,0,180,0,0,73,0,0,5,0,8,4,475000
186,8,3,534,1,0,3,0,1,0,11,2,2,0,7,6,4,91,41,1,1,6,6,3,4,2,300,0,370,392,1,0,1,4,395,0,0,230,1,0,2,0,3,1,2,4,6,0,2,179,2,97,17,0,0,0,0,0,5,3,8,4,173000
187,4,3,597,1,3,3,0,4,0,17,2,2,0,0,4,6,20,37,1,1,6,6,3,4,1,0,0,412,66,1,0,1,4,102,150,4,493,0,0,2,1,3,1,3,6,3,0,1,3,0,0,0,0,4,0,0,0,7,3,8,4,135000
188,10,3,183,1,3,0,0,4,0,20,1,2,2,6,4,4,80,29,1,1,9,10,3,4,1,524,0,0,331,1,4,1,4,401,0,0,235,2,0,0,2,2,2,3,4,6,2,2,205,2,59,0,0,0,0,0,0,5,3,8,2,153337
189,11,3,93,1,3,3,0,4,0,22,2,2,4,2,7,4,102,52,1,1,5,5,2,4,2,538,0,281,598,1,0,1,4,598,0,0,457,1,0,1,1,0,1,0,3,6,1,2,306,2,0,101,0,0,52,0,0,7,2,8,4,286000
190,6,3,615,1,3,0,0,4,1,6,2,2,0,5,7,7,36,44,3,1,3,3,2,4,1,106,0,358,176,1,4,1,4,573,362,0,828,0,0,2,1,3,1,2,8,0,2,2,133,2,0,61,0,0,0,0,0,11,1,8,4,315000
191,5,3,226,1,0,3,0,1,0,12,2,2,0,5,6,8,73,54,1,1,6,6,3,4,1,311,0,37,100,1,2,1,4,54,178,0,384,1,0,1,1,4,1,2,5,6,0,2,170,2,0,21,0,0,0,0,0,5,1,8,4,184000
192,0,3,410,1,0,3,0,4,0,5,2,2,0,2,6,4,100,49,1,1,12,13,2,4,2,269,0,533,527,1,0,1,4,514,0,0,356,1,0,2,0,3,1,2,4,6,0,2,295,2,0,24,0,0,0,0,0,8,3,8,4,192000
193,12,4,26,1,3,3,0,4,0,7,2,2,3,5,6,4,105,54,1,1,12,13,2,4,2,0,0,578,252,1,0,1,4,215,169,0,530,0,0,2,0,3,1,2,5,0,0,2,90,2,0,28,0,0,0,0,0,4,0,8,4,130000
194,0,3,201,1,0,3,0,4,0,5,2,2,0,2,4,6,73,22,3,1,6,6,3,4,1,165,0,306,185,1,4,1,4,138,0,0,50,0,0,1,0,3,1,3,3,6,0,1,76,2,0,0,0,0,0,0,0,4,2,8,4,127000
195,12,3,20,1,3,3,0,2,0,13,2,2,3,5,5,5,77,26,1,1,9,2,3,4,1,273,0,171,178,1,4,1,4,132,100,0,368,0,0,2,1,3,1,3,5,6,1,2,133,2,37,0,0,0,0,0,0,6,3,8,4,148500
196,0,3,468,1,3,3,0,4,0,21,2,2,0,2,6,4,108,57,3,1,5,5,0,4,2,533,0,382,647,1,0,1,4,662,0,0,543,1,0,2,0,3,1,0,6,6,1,3,356,2,100,118,0,0,61,0,0,8,1,6,5,311872
197,7,3,1044,1,3,3,0,0,0,12,0,2,0,5,7,3,22,40,1,1,11,12,2,2,2,507,40,67,490,1,2,1,4,480,397,13,845,1,1,2,0,4,1,2,6,6,1,2,360,2,0,7,119,0,0,2,0,2,0,8,0,235000
198,7,4,116,1,3,3,0,0,0,17,2,2,0,3,5,5,16,0,1,1,13,14,3,4,1,0,0,470,116,1,0,1,4,184,278,10,742,0,0,1,0,5,1,3,6,6,0,0,0,2,0,153,4,0,0,0,0,6,3,8,0,104000
199,0,3,497,1,3,3,0,4,0,16,2,2,0,2,7,4,105,55,3,1,12,13,2,4,2,525,0,394,643,1,0,1,4,655,0,0,533,1,0,2,0,3,1,0,5,6,1,3,391,2,0,16,0,0,33,0,0,0,3,8,4,274900
200,0,4,346,1,3,3,0,0,0,7,2,2,0,2,3,4,104,54,1,1,12,13,3,4,2,0,0,635,355,1,0,1,4,326,0,0,174,0,0,2,0,2,1,3,3,6,0,2,133,2,68,52,0,0,0,0,0,2,4,8,4,140000
201,0,3,554,1,3,3,0,4,0,11,2,2,0,2,5,5,78,27,1,1,9,10,3,4,1,318,57,161,398,1,4,1,4,436,0,0,269,0,1,2,0,3,1,3,4,6,2,2,159,2,152,69,0,0,0,0,0,1,2,8,4,171500
202,4,3,181,1,3,3,0,0,0,17,0,2,0,0,5,5,28,0,1,1,8,8,3,2,0,304,0,0,48,1,2,1,4,139,36,0,286,0,0,2,0,2,1,3,4,2,0,1,100,2,0,0,44,0,0,0,0,4,0,0,4,112000
203,11,4,82,1,3,3,0,4,0,5,2,2,4,2,5,4,105,54,1,1,12,13,2,4,2,334,0,100,174,1,0,1,4,128,0,0,45,1,0,1,0,1,1,2,1,6,1,2,115,2,83,0,0,0,0,0,0,0,2,8,4,149000
204,4,4,47,1,3,3,0,4,0,17,2,2,0,0,4,6,48,0,1,1,0,0,3,4,1,116,0,256,97,1,4,1,4,53,79,0,271,0,0,1,1,2,1,3,3,6,0,1,19,2,0,24,0,0,0,0,0,3,3,8,4,110000
205,0,3,760,1,3,3,0,0,0,8,2,2,0,2,6,4,91,40,1,1,6,6,3,4,2,0,0,712,523,1,0,1,4,520,0,0,363,0,0,2,0,3,1,3,3,6,0,2,182,2,0,23,0,19,0,0,0,4,3,8,4,180500
206,0,3,891,1,0,3,0,1,0,19,5,2,0,2,4,4,63,12,1,1,6,6,3,2,1,0,0,641,365,1,4,1,4,644,0,0,521,0,0,1,1,3,1,3,6,3,1,1,74,2,0,20,0,0,0,0,0,2,1,8,4,143900
207,0,3,826,1,0,3,0,4,0,12,2,2,0,2,3,4,61,10,1,1,13,14,3,4,2,183,61,234,341,1,4,1,4,312,0,0,160,1,0,1,0,3,1,3,4,6,1,1,58,2,218,0,0,0,0,0,0,3,2,8,4,141000
208,5,3,927,1,0,2,0,4,1,20,2,2,0,5,6,4,89,39,1,1,9,10,2,4,1,515,0,33,379,1,0,1,4,371,251,0,692,1,0,2,1,3,1,3,5,6,1,2,143,2,23,43,0,0,25,0,0,3,1,8,4,277000
